price,date,exchange,source
2829.07000000,2021-05-21 05:14:00,Binance,API
2839.82000000,2021-05-21 05:15:00,Binance,API
2841.19000000,2021-05-21 05:16:00,Binance,API
2842.67000000,2021-05-21 05:17:00,Binance,API
2843.40000000,2021-05-21 05:18:00,Binance,API
2836.94000000,2021-05-21 05:19:00,Binance,API
2809.72000000,2021-05-21 05:20:00,Binance,API
2797.74000000,2021-05-21 05:21:00,Binance,API
2793.73000000,2021-05-21 05:22:00,Binance,API
2796.50000000,2021-05-21 05:23:00,Binance,API
2788.23000000,2021-05-21 05:24:00,Binance,API
2786.56000000,2021-05-21 05:25:00,Binance,API
2785.44000000,2021-05-21 05:26:00,Binance,API
2797.08000000,2021-05-21 05:27:00,Binance,API
2801.59000000,2021-05-21 05:28:00,Binance,API
2792.40000000,2021-05-21 05:29:00,Binance,API
2800.66000000,2021-05-21 05:30:00,Binance,API
2781.21000000,2021-05-21 05:31:00,Binance,API
2791.11000000,2021-05-21 05:32:00,Binance,API
2800.37000000,2021-05-21 05:33:00,Binance,API
2798.32000000,2021-05-21 05:34:00,Binance,API
2801.25000000,2021-05-21 05:35:00,Binance,API
2794.00000000,2021-05-21 05:36:00,Binance,API
2799.93000000,2021-05-21 05:37:00,Binance,API
2800.47000000,2021-05-21 05:38:00,Binance,API
2804.32000000,2021-05-21 05:39:00,Binance,API
2796.30000000,2021-05-21 05:40:00,Binance,API
2791.65000000,2021-05-21 05:41:00,Binance,API
2794.39000000,2021-05-21 05:42:00,Binance,API
2796.96000000,2021-05-21 05:43:00,Binance,API
2796.29000000,2021-05-21 05:44:00,Binance,API
2804.99000000,2021-05-21 05:45:00,Binance,API
2802.40000000,2021-05-21 05:46:00,Binance,API
2810.20000000,2021-05-21 05:47:00,Binance,API
2813.83000000,2021-05-21 05:48:00,Binance,API
2809.94000000,2021-05-21 05:49:00,Binance,API
2806.61000000,2021-05-21 05:50:00,Binance,API
2808.04000000,2021-05-21 05:51:00,Binance,API
2798.32000000,2021-05-21 05:52:00,Binance,API
2807.64000000,2021-05-21 05:53:00,Binance,API
2807.84000000,2021-05-21 05:54:00,Binance,API
2800.66000000,2021-05-21 05:55:00,Binance,API
2799.39000000,2021-05-21 05:56:00,Binance,API
2797.71000000,2021-05-21 05:57:00,Binance,API
2795.79000000,2021-05-21 05:58:00,Binance,API
2790.86000000,2021-05-21 05:59:00,Binance,API
2779.11000000,2021-05-21 06:00:00,Binance,API
2784.59000000,2021-05-21 06:01:00,Binance,API
2774.93000000,2021-05-21 06:02:00,Binance,API
2775.09000000,2021-05-21 06:03:00,Binance,API
2796.30000000,2021-05-21 06:04:00,Binance,API
2799.70000000,2021-05-21 06:05:00,Binance,API
2803.64000000,2021-05-21 06:06:00,Binance,API
2795.61000000,2021-05-21 06:07:00,Binance,API
2796.01000000,2021-05-21 06:08:00,Binance,API
2795.37000000,2021-05-21 06:09:00,Binance,API
2781.70000000,2021-05-21 06:10:00,Binance,API
2784.84000000,2021-05-21 06:11:00,Binance,API
2778.82000000,2021-05-21 06:12:00,Binance,API
2773.54000000,2021-05-21 06:13:00,Binance,API
2768.60000000,2021-05-21 06:14:00,Binance,API
2780.82000000,2021-05-21 06:15:00,Binance,API
2787.20000000,2021-05-21 06:16:00,Binance,API
2786.11000000,2021-05-21 06:17:00,Binance,API
2784.77000000,2021-05-21 06:18:00,Binance,API
2780.78000000,2021-05-21 06:19:00,Binance,API
2787.92000000,2021-05-21 06:20:00,Binance,API
2785.45000000,2021-05-21 06:21:00,Binance,API
2785.36000000,2021-05-21 06:22:00,Binance,API
2784.03000000,2021-05-21 06:23:00,Binance,API
2767.00000000,2021-05-21 06:24:00,Binance,API
2756.38000000,2021-05-21 06:25:00,Binance,API
2753.98000000,2021-05-21 06:26:00,Binance,API
2763.24000000,2021-05-21 06:27:00,Binance,API
2765.57000000,2021-05-21 06:28:00,Binance,API
2756.37000000,2021-05-21 06:29:00,Binance,API
2765.22000000,2021-05-21 06:30:00,Binance,API
2767.49000000,2021-05-21 06:31:00,Binance,API
2765.43000000,2021-05-21 06:32:00,Binance,API
2749.66000000,2021-05-21 06:33:00,Binance,API
2744.84000000,2021-05-21 06:34:00,Binance,API
2755.95000000,2021-05-21 06:35:00,Binance,API
2756.25000000,2021-05-21 06:36:00,Binance,API
2750.95000000,2021-05-21 06:37:00,Binance,API
2744.84000000,2021-05-21 06:38:00,Binance,API
2755.01000000,2021-05-21 06:39:00,Binance,API
2762.14000000,2021-05-21 06:40:00,Binance,API
2766.27000000,2021-05-21 06:41:00,Binance,API
2768.35000000,2021-05-21 06:42:00,Binance,API
2766.95000000,2021-05-21 06:43:00,Binance,API
2763.25000000,2021-05-21 06:44:00,Binance,API
2772.12000000,2021-05-21 06:45:00,Binance,API
2771.85000000,2021-05-21 06:46:00,Binance,API
2775.89000000,2021-05-21 06:47:00,Binance,API
2792.76000000,2021-05-21 06:48:00,Binance,API
2789.01000000,2021-05-21 06:49:00,Binance,API
2781.24000000,2021-05-21 06:50:00,Binance,API
2782.56000000,2021-05-21 06:51:00,Binance,API
2778.12000000,2021-05-21 06:52:00,Binance,API
2771.26000000,2021-05-21 06:53:00,Binance,API
2780.75000000,2021-05-21 06:54:00,Binance,API
2770.56000000,2021-05-21 06:55:00,Binance,API
2770.84000000,2021-05-21 06:56:00,Binance,API
2774.43000000,2021-05-21 06:57:00,Binance,API
2779.44000000,2021-05-21 06:58:00,Binance,API
2779.68000000,2021-05-21 06:59:00,Binance,API
2785.63000000,2021-05-21 07:00:00,Binance,API
2785.86000000,2021-05-21 07:01:00,Binance,API
2789.78000000,2021-05-21 07:02:00,Binance,API
2800.25000000,2021-05-21 07:03:00,Binance,API
2800.36000000,2021-05-21 07:04:00,Binance,API
2791.52000000,2021-05-21 07:05:00,Binance,API
2783.87000000,2021-05-21 07:06:00,Binance,API
